"ID","SFDALicense","SMN","First Approve Date","Approved Date","ExpiredDate","ProductType","BU","Class","Product line","ProductCNname","Product EN name","CurrentState","Chinese name of Certificate Holder","English name of Certificate Holder","Certificate Holder","Holder's Address","Holder's Address (City)","产品类别(设备/耗材)","器械类别(器械/体外诊断)","主要组成成分","预期用途","代理人名称","代理人住所","器械目录分类","器械目录分类: 编码","IVD注册申请表分类","生产标识是否包含批号","生产标识是否包含序列号","体外诊断试剂产品分类(类别)","体外诊断试剂产品分类（名称）","生产标识是否包含生产日期","生产标识是否包含失效日期","备注(注册证备注信息)","ChangeHistory","ALLSMN","ALLSMN:Effective Date","ALLSMN:ApprovedDate","ALLSMN: Reviewer","Abbreviation","Reviewer","RA Owner","Created","Modified","Storage Condition","编辑次数","PM No.","PM No.: Product Abbreviation","ExpRenewIn2Years","Modified By","CER_Link Material List","Title","Title","TriggerApproval"
"8041","国械注进20162401446","10444890;","2009-03-13","2020-10-15","2025-10-14","Reagent","CAI","2","[""Dimension""]","低密度脂蛋白测定试剂盒(酶法)","Automated LDL Cholesterol Flex Reagent Cartridge(ALDL)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101, Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","MES 缓冲液，清洗剂 1，胆固醇酯酶， 胆固醇氧化酶，过氧化物酶，4-氨基安替吡啉(4-AA)，维生素 C 氧化酶，防腐剂； MES 缓冲液， 清洗剂 2，DSBmT，防腐剂。（具体内容详见说明书）","本产品用于体外定量测定人血清和血浆中的低密度脂蛋白胆固醇 (LDL-C)。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-005用于酯类检测的试剂","是","否","14 Ⅱ-5 用于酯类检测的试剂","6840-384 低密度脂蛋白胆固醇检测试剂","否","是"," ","2016_Renewal_II_国械注进20162401446
2017_Change_II_国械注进20162401446
2021_Renewal_II_国械注进20162401446","10444890","2020-10-15","2020-10-15","Han LingXiu","DF131 低密度脂蛋白测定试剂盒（酶法）","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401446","CAI","CAI","False"
"8042","国械注进20162401445","10444998;","2009-03-13","2020-10-26","2025-10-25","Reagent","CAI","2","[""Dimension""]","胆固醇定标液","Cholesterol Calibrator(CHOL Calibrator)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101, Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","胆固醇定标液是一种含有胆固醇的冻干牛血清白蛋白基质产品。","本产品用于对胆固醇 (CHOL) 方法进行校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-005用于酯类检测的试剂","是","否","14 Ⅱ-5 用于酯类检测的试剂","6840-379 胆固醇检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2016_Renewal_II_国械注进20162401445
2021_Renewal_II_国械注进20162401445","10444998","2020-10-26","2020-10-26","Han LingXiu","DC16 胆固醇定标液","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401445","CAI","CAI","False"
"8043","国械注进20162401444","10444944;","2009-03-13","2020-11-02","2025-11-01","Reagent","CAI","2","[""Dimension""]","总铁结合力测定试剂盒(比色法)","Total Iron Binding Capacity Flex Reagent Cartridge(IBCT)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101 Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","维生素 C，显色剂，三氯化铁，柠檬酸，醋酸盐缓冲液，硫脲，三羟甲基氨基甲烷缓冲液。（具体内容详见产品说明书）","本产品用于体外定量检测血清中的总铁结合力。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-007用于无机离子检测的试剂","是","否","16 Ⅱ-7 用于无机离子检测的试剂","6840-418 总铁结合力检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2021_Renewal_II_国械注进 20162401444
2016_Renewal_II_国械注进20162401444","10444944","2020-11-02","2020-11-02","Han LingXiu","DF84 总铁结合力测定试剂盒（比色法）","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401444","CAI","CAI","False"
"8044","国械注进20162401443","10444989;","2009-03-13","2025-04-30","2030-11-12","Reagent","CAI","2","[""Dimension""]","尿液/脑脊液蛋白定标液","Urinary/Cerebrospinal Fluid Protein Calibrator(UCFP Calibrator)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","尿液/脑脊液蛋白定标液是含有人血清白蛋白和 IgG 的盐溶液。","本产品用于对尿液/脑脊液蛋白 (UCFP) 方法进行校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-273 脑脊液/尿液总蛋白检测试剂","否","是"," 延续注册产品技术要求和说明书未发生变化，沿用原核发的产品技术要求和说明书。","2016_Renewal_II_国械注进20162401443
2021_Renewal_II_国械注进20162401443","10444989","2025-11-13","2025-04-30","Han LingXiu","DC45 尿液脑脊液蛋白定标液","[]","Liu Li Ming","2022-02-10 14:08","2025-05-16 16:18","2 ～ 8℃","0","FY23_R109","DC45 尿液脑脊液蛋白定标液","No","ZHOU, HUI","国械注进20162401443","CAI","CAI","False"
"8045","国械注进20162401442","10444965;","2009-03-13","2025-04-15","2030-10-25","Reagent","CAI","2","[""Dimension""]","淀粉酶测定试剂盒(麦芽糖苷法)","Amylase Flex® reagent cartridge(AMY)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","CNPG3（具体内容详见说明书）","本产品用于体外定量测定人血清、血浆和尿液中的淀粉酶。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-004用于酶类检测的试剂","是","否","13 Ⅱ-4 用于酶类检测的试剂","6840-353 α-淀粉酶检测试剂","否","是"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","2016_Renewal_II_国械注进20162401442
2017_Change_II_国械注进20162401442
2021_Renewal_II_国械注进20162401442","10444965","2025-10-26","2025-04-15","Han LingXiu","DF17A 淀粉酶测定试剂盒（麦芽糖苷法）","[]","Liu Li Ming","2022-02-10 14:08","2025-04-22 15:09","2 ～ 8℃","1","FY23_R110","DF17A 淀粉酶测定试剂盒（麦芽糖苷法）","No","Liu, Li Ming","国械注进20162401442","CAI","CAI","False"
"8046","国械注进20162401441","10444978;","2009-03-13","2020-10-26","2025-10-25","Reagent","CAI","2","[""Dimension""]","前白蛋白测定试剂盒(免疫比浊法)","Prealbumin Flex® reagent cartridge(PALB)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O.Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","抗前白蛋白抗体包被的颗粒，缓冲液，微生物抑制剂；聚乙二醇，缓冲液，表面活性剂，微生物抑制剂。（具体内容详见产品说明书）","本产品用于体外定量测定血清和血浆中的前白蛋白。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-255前白蛋白检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2021_Renewal_II_国械注进 20162401441
2018_Listing Change_II_国械注进20152400184
2016_Renewal_II_国械注进20162401441
2018_Change_II_国械注进20162401441","10444978","2020-10-26","2020-10-26","Han LingXiu","DF80 前白蛋白测定试剂盒","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401441","CAI","CAI","False"
"8047","国械注进20162401440","10445016;","2009-12-30","2025-04-30","2030-11-10","Reagent","CAI","2","[""Dimension""]","酶定标液","Enzyme Verifier","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101, Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","酶定标液是一种含有以上所列酶的冻干人血清基质产品。 （具体内容详见说明书）","本产品用于对淀粉酶 (AMY)、γ-谷氨酰转移酶 (GGT)、门冬氨酸氨基转移酶 (AST)的检测方法进行校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-004用于酶类检测的试剂","是","否","13 Ⅱ-4 用于酶类检测的试剂","6840-343 丙氨酸氨基转移酶检测试剂","否","是","/","2016_Renewal_II_国械注进20162401440
2021_Change_II_国械注进20162401440
_Renewal_II_国械注进20162401440","10445016","2025-11-11","2025-04-30","Han LingXiu","DC19 酶定标液","[]","Liu Li Ming","2022-02-10 14:08","2025-05-16 16:18","2 ～ 8℃","0","FY23_R112","DC19 酶定标液","No","ZHOU, HUI","国械注进20162401440","CAI","CAI","False"
"8048","国械注进20162401439","10444961;","2009-03-13","2025-03-18","2030-10-28","Reagent","CAI","2","[""Dimension""]","乳酸测定试剂盒(酶法)","Lactic Acid Flex® reagent cartridge(LA)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive Mailstop 514, P.O. Box 6101 Newark, DE 19714-6101, USA","Newark","耗材","体外诊断试剂","烟酰胺腺嘌呤二核苷酸，二腙硫酸盐，乳酸脱氢酶 ，三羟甲基氨基，甲烷缓冲液。（具体内容详见说明书）","本产品用于体外定量测定人血浆和脑脊液 (CSF) 中的乳酸。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-002用于糖类检测的试剂","是","否","11 Ⅱ-2 用于糖类检测的试剂","6840-308 乳酸检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2016_Renewal_II_国械注进20162401439
2021_Renewal_II_国械注进20162401439","10444961","2025-10-29","2025-03-18","Han LingXiu","DF16 乳酸测定试剂盒（酶法）","[]","Liu Li Ming","2022-02-10 14:08","2025-04-03 10:38","2 ～ 8℃","1","FY23_R113","DF16 乳酸测定试剂盒（酶法）","No","Liu, Li Ming","国械注进20162401439","CAI","CAI","False"
"8049","国械注进20162401154","10995581;10995580;10309974;10309973;","2009-12-21","2025-01-26","2030-10-29","Reagent","CAI","2","[""Centaur"",""Atellica IM""]","卵泡刺激素测定试剂盒(直接化学发光法)","FSH","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂盒由标记试剂、固相试剂和标准曲线卡组成。（具体内容详见说明书）","该产品用于定量测定血清中卵泡刺激素（FSH）的浓度。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-311 促卵泡生成素检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2016_Renewal_II_国械注进20162401154
2018_Change_II_国械注进20162401154
2020_Change_II_国械注进20162401154
2021_Change_II_国械注进20162401154
_Renewal_II_国械注进20162401154","10995581,10995580,10309974,10309973","2025-10-30; 2025-10-30; 2025-10-30; 2025-10-30","2025-01-26; 2025-01-26; 2025-01-26; 2025-01-26","Liu Jie; Liu Jie; Liu Jie; Liu Jie","FSH","[]","Yang Xiao Xue","2022-02-10 14:08","2025-02-17 10:49","2 ～ 8℃","1","FY23_R114","FSH","No","Yang, Xiao Xue","国械注进20162401154","CAI","CAI","False"
"8050","国械注进20162401153","10730958;","2006-03-06","2024-09-26","2030-09-20","Reagent","HHS","2","[""Syva""]","霉酚酸测定试剂盒(酶放大免疫测定法)","Emit® 2000 Mycophenolic Acid Assay","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd, LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","抗体/底物试剂 1，酶试剂 2。（具体内容详见说明书）","该产品用于对人血浆中的霉酚酸进行体外定量分析。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-008用于药物及药物代谢物检测的试剂","是","否","17 Ⅱ-8 用于药物及药物代谢物检测的试剂","6840-428 霉酚酸检测试剂","否","是"," 延续注册产品技术要求/说明书未发生变化，沿用原核发 的产品技术要求/说明书。","2017_Change_II_国械注进20162401153
2019_Change_II_国械注进20162401153
2020_Renewal_II_国械注进20162401153","10730958","2025-09-21","2024-09-26","Zhang Qiang","6R619UL 霉酚酸测定试剂盒","[]","Ma Na","2022-02-10 14:08","2024-10-18 09:04","2 ～ 8℃","1","FY23_R115","6R619UL 霉酚酸测定试剂盒","No","MA, NA","国械注进20162401153","HHS","HHS","False"
"8051","国械注进20162401152","10730959;","2006-03-06","2024-10-08","2030-09-20","Reagent","HHS","2","[""Syva""]","霉酚酸定标液","Emit® 2000 Mycophenolic Acid Calibrators","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd, LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","含有霉酚酸（MPA）的水/牛血清白蛋白（BSA）基质，防腐剂。（具体内容详见说明书）","该产品用于霉酚酸检测时的定标。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-008用于药物及药物代谢物检测的试剂","是","否","17 Ⅱ-8 用于药物及药物代谢物检测的试剂","6840-428 霉酚酸检测试剂","否","是"," 延续注册产品技术要求和说明书未发生变化，沿用原核 发的产品技术要求和说明书。","2016_Renewal_II_国械注进20162401152
2017_Change_II_国械注进20162401152
2019_Change_II_国械注进20162401152
2020_Renewal_II_国械注进20162401152","10730959","2025-09-21","2024-10-08","Zhang Qiang","6R629UL 霉酚酸定标液","[]","Ma Na","2022-02-10 14:08","2024-10-18 09:14","2 ～ 8℃","1","FY23_R116","6R629UL 霉酚酸定标液","No","MA, NA","国械注进20162401152","HHS","HHS","False"
"8052","国械注进20162401151","10730960;","2006-03-06","2024-10-11","2030-09-20","Reagent","HHS","2","[""Syva""]","霉酚酸质控品","Emit® 2000 Mycophenolic Acid Controls","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd, LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","含有霉酚酸（MPA）的水/牛血清白蛋白基质（BSA），防腐剂。（具体内容详见说明书）","该产品用于霉酚酸检测时的质控。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-008用于药物及药物代谢物检测的试剂","是","否","17 Ⅱ-8 用于药物及药物代谢物检测的试剂","6840-428 霉酚酸检测试剂","否","是"," 延续注册产品技术要求/说明书未发生变化，沿用原核发 的产品技术要求/说明书。2024年10月11日同意更正生产 地址相关内容，2024年9月26日核发的中华人民共和国医 疗器械注册证(体外诊断试剂)予以废止。","2016_Renewal_II_国械注进20162401151
2017_Change_II_国械注进20162401151
2019_Change_II_国械注进20162401151
_Listing Change_II_国械注进20162401151
2020_Renewal_II_国械注进20162401151","10730960","2025-09-21","2024-10-11","Zhang Qiang","6R669UL 霉酚酸质控品","[]","Ma Na","2022-02-10 14:08","2024-10-18 09:28","2 ～ 8℃","1","FY23_R117","6R669UL 霉酚酸质控品","No","MA, NA","国械注进20162401151","HHS","HHS","False"
"8053","国械注进20162401150","10381191;10381190;","2005-05-24","2024-05-24","2030-04-29","Reagent","CAI","2","[""Immulite 2000""]","总睾酮测定试剂盒(化学发光法)","IMMULITE2000 Total Testosterone","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","总睾酮包被珠（L2TW12），总睾酮试剂楔（L2TWA2），总睾酮校准品（LTWL，LTWH）。（具体内容详见说明书）","该产品用于体外定量检测血清和肝素化血浆中总睾酮的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-323 睾酮检测试剂","否","是"," 延续注册产品技术要求和说明书未发生变化，沿用原核发的产品技术要求和说明书。","2016_Renewal_II_国械注进20162401150
2018_Change_II_国械注进20162401150
2020_Renewal_II_国械注进20162401150","10381191,10381190","2025-04-30; 2025-04-30","2024-05-24; 2024-05-24","Wang Yi He; Wang Yi He","L2KTW 总睾酮测定试剂盒（化学发光法）","[]","Xiao Yuan","2022-02-10 14:08","2024-09-10 11:20","2 ～ 8℃","1","FY23_R118","L2KTW 总睾酮测定试剂盒（化学发光法）","Yes","Tang, Xu","国械注进20162401150","CAI","CAI","False"
"8054","国械注进20162401138","10381635;10381633;","2010-04-27","2020-08-31","2025-08-30","Reagent","CAI","2","[""Immulite 1000""]","总甲状腺素测定试剂盒(化学发光法)","IMMULITE/IMMULITE1000 Total  T4","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","总甲状腺素检测单位（LT41）、总甲状腺素试剂楔（LT42）、总甲状腺素校正品（LT4L，LT4H）。（具体内容详见说明书）","该产品用于体外定量检测循环血清中的总甲状腺素（T4）含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-315 总甲状腺素检测试剂","否","是"," ","2016_Renewal_II_国械注进20162401138
2020_Renewal_II_国械注进20162401138","10381635,10381633","2020-08-31; 2020-08-31","2020-08-31; 2020-08-31","Wang Yi He; Wang Yi He","LKT4总甲状腺素","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401138","CAI","CAI","False"
"8055","国械注进20162401134","10381145;10381143;","2009-05-27","2020-08-24","2025-08-23","Reagent","CAI","2","[""Immulite 1000""]","泌乳素测定试剂盒(化学发光法)","IMMULITE/IMMULITE1000 Prolactin","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","泌乳素检测单位（LPR1）、泌乳素试剂楔（LPR2）、泌乳素校正品（LPRL，LPRH）（具体内容详见说明书）","该产品用于体外定量检测血清中的泌乳素水平。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-312 泌乳素检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2016_Renewal_II_国械注进20162401134
2020_Renewal_II_国械注进20162401134","10381145,10381143","2020-08-24; 2020-08-24","2020-08-24; 2020-08-24","Wang Yi He; Wang Yi He","LKPR 泌乳素","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401134","CAI","CAI","False"
"8056","国械注进20162401133","10381641;","2004-09-07","2020-11-13","2025-11-12","Reagent","CAI","2","[""Immulite 1000""]","抗甲状腺球蛋白抗体测定试剂盒(化学发光法)","IMMULITE/IMMULITE 1000 Anti-TG  Ab","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","抗甲状腺球蛋白抗体检测单位（LTG1）、抗甲状腺球蛋白抗体试剂楔（LTGA，LTGB）、抗甲状腺球蛋白抗体校正品（LTGL，LTGH）、甲状腺自身抗体样本稀释液（LAAZ4）（具体内容详见说明书）","本产品用于体外定量检测血清、乙二胺四乙酸（EDTA）、肝素和柠檬酸盐血浆中的抗甲状腺球蛋白（TG）抗体的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-009用于自身抗体检测的试剂","是","否","18 Ⅱ-9 用于自身抗体检测的试剂","6840-448 抗甲状腺球蛋白（TG）抗体检测试剂","否","是"," ","2017_Change_II_国械注进20162401133
2021_Renewal_II_国械注进20162401133","10381641","2020-11-13","2020-11-13","Wang Yi He","LKTG抗甲状腺球蛋白抗体","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401133","CAI","CAI","False"
"8057","国械注进20162401130","10380952;10380950;","2010-03-26","2020-07-06","2025-07-05","Reagent","CAI","2","[""Immulite 1000""]","β2微球蛋白测定试剂盒(化学发光法)","IMMULITE/IMMULITE 1000 Beta-2 Microglobulin","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","β2微球蛋白检测单位（LBM1）、β2微球蛋白试剂楔（LBM2）、β2微球蛋白校正品（LBML，LBMH）（具体内容详见说明书）","本产品用于体外定量检测血清和尿样本中β2微球蛋白的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","07 Ⅲ-7 与肿瘤标志物检测相关的试剂","6840-186 β2微球蛋白（β2 MG)检测试剂","否","是"," ","2016_Renewal_II_国械注进20162401130
2020_Renewal_II_国械注进20162401130","10380952,10380950","2020-07-06; 2020-07-06","2020-07-06; 2020-07-06","Wang Yi He; Wang Yi He","LKBM β2 微球蛋白","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401130","CAI","CAI","False"
"8058","国械注进20162401127","10381415;10381402;","2010-04-27","2020-08-20","2025-08-19","Reagent","CAI","2","[""Immulite 1000""]","促肾上腺皮质激素测定试剂盒(化学发光法)","IMMULITE/IMMULITE 1000 ACTH","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","促肾上腺皮质激素检测单位（LAC1）、促肾上腺皮质激素试剂楔（LACA，LACB）、促肾上腺皮质激素校正品（LACL，LACH）（具体内容详见说明书）","用于体外定量检测乙二胺四乙酸（EDTA）血浆中的促肾上腺皮质激素（ACTH）含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-003用于激素检测的试剂","是","否","12 Ⅱ-3 用于激素检测的试剂","6840-329 促肾上腺皮质激素检测试剂","否","是"," ","2016_Renewal_II_国械注进20162401127
2020_Renewal_II_国械注进20162401127","10381415,10381402","2020-08-20; 2020-08-20","2020-08-20; 2020-08-20","Wang Yi He; Wang Yi He","LKAC促肾上腺皮质激素","[]",,"2022-02-10 14:08","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162401127","CAI","CAI","False"
"8059","国械注进20162401126","10381417;11562388","2008-07-10","2025-02-18","2030-08-18","Reagent","CAI","2","[""Immulite 1000"",""Immulite 2000""]","α肿瘤坏死因子测定试剂盒(化学发光法)","IMMULITE 2000 TNFα（IMMULITE/IMMULITE 1000 TNFα）","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","α肿瘤坏死因子检测单位（LNF1）、α肿瘤坏死因子试剂楔（LNF2）、α肿瘤坏死因子校正品（LNFL，LNFH）（具体内容详见产品说明书）","本产品用于体外定量检测血清或肝素化血浆中α肿瘤坏死因子的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-678 α肿瘤坏死因子检测试剂","否","是","本文件与“国械注进20162401126”注册证共同使用。","2016_Renewal_II_国械注进20162401126
2019_Change_II_国械注进20162401126","10381417,11562388","2025-02-18; 2025-02-18","2025-02-18; 2025-02-18","Wang Yi He","LKNF α肿瘤坏死因子","[]","Xiao Yuan","2022-02-10 14:08","2025-02-28 09:28","2 ～ 8℃","1","FY24_M121","LKNF α肿瘤坏死因子","No","Xiao, Yuan","国械注进20162401126","CAI","CAI","False"
"8060","国械注进20162401124","11097531;10341113;","2012-01-16","2021-08-06","2025-09-01","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH""]","总胆红素测定试剂盒(钒酸盐氧化法)","Total Bilirubin_2 Reagents(TBIL_2)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1 ：柠檬酸盐缓冲液，去污剂； 试剂2 ：磷酸盐缓冲液，偏钒酸盐。（具体内容详见说明书）","本产品用于定量测定人体血清和血浆中总胆红素的浓度。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-671 总胆红素检测试剂","否","是"," ","2016_Renewal_II_国械注进20162401124
2018_Change_II_国械注进20162401124
2020_Renewal_II_国械注进20162401124
2021_Change_II_国械注进20162401124","11097531,10341113","2020-09-02; 2021-08-06","2020-09-02; 2021-08-06","Zhang Tingting; Zhang Tingting","TBIL_2","[]",,"2022-02-10 14:08","2024-08-23 13:39","02188064（产品编号）：在2～35℃的条件下保存，有效期为25个月。11097531（产品编号）：在2～30℃的条件下保存，有效期为15个月。","1",,,"Yes","ZHOU, HUI","国械注进20162401124","CAI","CAI","False"
